id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1225193390909816832,Wed Feb 05 23:04:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @crippsy_99: When will Jeff on Coronation street just die? Probably the most evil person on tv at the moment, and thats saying something…",When Jeff Coronation street die Probably evil person tv moment something…,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,1.0,en,0,2,Lady_Noremon,,,crippsy_99,"Annapolis Valley, Nova Scotia",
1225192898188066816,Wed Feb 05 23:02:04 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",NFL Players Nonprofit's PSA Addressing Police Misconduct: TheJunkyard News’s Police Video NFL Players Nonprofit's P… https://t.co/vj25eXbjS1,NFL Players Nonprofit 's PSA Addressing Police Misconduct TheJunkyard News ’ s Police Video NFL Players Nonprofit 's P…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,CopBlaster,False,,,Worldwide,
1225192893809184771,Wed Feb 05 23:02:03 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",South Park Parody of Police Brutality and White Privilege – Scout's Honor: Patrick McCarthy’s Police Video South Pa… https://t.co/Eu71eRWmSU,South Park Parody Police Brutality White Privilege – Scout 's Honor Patrick McCarthy ’ s Police Video South Pa…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,CopBlaster,False,,,Worldwide,
1225192887928836096,Wed Feb 05 23:02:02 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Police brutality 2019: Police Brutality Worldwide’s Police Video Police brutality 2019 Police brutality 2019 The po… https://t.co/vZXNv5p9Gg,Police brutality 2019 Police Brutality Worldwide ’ s Police Video Police brutality 2019 Police brutality 2019 The po…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,CopBlaster,False,,,Worldwide,
1225192853678239746,Wed Feb 05 23:01:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jomoulds: #DomesticAbuse survivors aren’t deemed vulnerable enough for #housing. Council asked one for letter signed by abuser saying h…,survivors aren ’ t deemed vulnerable Council asked letter signed abuser h…,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,en,0,57,MunsifZaira,,"DomesticAbuse, housing",jomoulds,,
1225192674308874242,Wed Feb 05 23:01:11 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LDNVictimsComm: Great to attend launch of @lbbdcouncil commission on #domesticabuse &amp; to hear from @pollyn1 @SophieKLinden @jessphillip…,Great attend launch commission amp hear …,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,en,0,7,publicnaylor,,domesticabuse,"LDNVictimsComm, lbbdcouncil, pollyn1, SophieKLinden","London, England",
1225192627756240896,Wed Feb 05 23:01:00 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RLSWrites: We have two legal systems in this country: one for men, &amp; one for women. Here, a woman w/the most severe #domesticabuse I've…",We legal systems country men amp women Here a woman w/the severe I've…,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,0,16,mmikkel,,domesticabuse,RLSWrites,American University Library ,
1225192420209414144,Wed Feb 05 23:00:10 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @EpochOpinion: Opinion💭by @JohnStossel

A South Carolina law bans playing pinball if you’re under 18—just one of America’s many ridiculo…",Opinionby A South Carolina law bans playing pinball ’ 18—just America ’ s ridiculo…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,25,RoseKuchar,,,"EpochOpinion, JohnStossel",,
1225191254943813632,Wed Feb 05 22:55:32 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @JimGamble_INEQE: This position if accurately reported needs to be reviewed &amp; changed. You don’t ‘stress test’ traumatised victims &amp; sur…,This position accurately reported reviewed amp changed You don ’ t ‘ stress test ’ traumatised victims amp sur…,"Sentiment(polarity=0.4000000000000001, subjectivity=0.6333333333333334)",0.4000000000000001,0.6333333333333334,en,0,14,paul_CPSU,,,JimGamble_INEQE,Lisburn,
1225190684778520582,Wed Feb 05 22:53:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @fsb96: For those sexually abused as children, did you ever go through times where you felt confused or crazy because you lacked complet…",For sexually abused children times felt confused crazy lacked complet…,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.811111111111111)",-0.16666666666666666,0.811111111111111,en,0,14,Mariavandemolen,,,fsb96,,
